Sample ID,Site,Region,Date,Data Set,Year,Month,Season,Haul,Alewife,American Eel,Atlantic Menhaden,Atlantic Silverside,Atlantic Spadefish,Bay Anchovy,Black Sea Bass,Bluefish,Chain Pipefish,Croaker,Dusky Pipefish,Feather Blenny,Fourspine Stickleback,Florida Pompano,Gag Grouper,Gray Snapper,Harvestfish,Hogchoker,Inland Silverside,Inshore Lizardfish,Kingfish,Lined Seahorse,Mummichog,Naked Goby,Northern Pipefish,Northern Puffer,Northern Searobin,Northern Stargazer,Oyster Toadfish,Pigfish,Pinfish,Rainwater Killifish,Red Drum,Sheepshead Minnow,Silver Perch,Skilletfish,Southern Stingray,Speckled Trout,Spot,Spotfin Butterflyfish,Spotted Hake,Striped Bass,Striped Blenny,Striped Burrfish,Striped Killifish,Summer Flounder,Tautog,Weakfish,Winter Flounder
382,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Browns Bay,Mobjack Bay,3/17/11,Pres,2011,March,Spring,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0
395,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,3,0,0,0,0,0,0,0
396,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,0,0,0
397,Browns Bay,Mobjack Bay,6/7/11,Pres,2011,June,Summer,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,1,0,0,0,0,0,0,0
410,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
412,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,3,0,0,0,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,0,0,0,0,0,1,0,0,58,0,0,4,5,0,0,0,0,0,0,0,0,0,0
413,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
414,Browns Bay,Mobjack Bay,7/7/11,Pres,2011,July,Summer,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
11,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,1,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,24,0,0,0,79,0,0,0,1,0,0,1,1,0,0
12,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,2,0,0,0,0,0,7,0,0,0,0,4,14,0,0,0,0,0,0,0,1,0,0,0,1,40,1,0,0,1,0,0,0,0,0,10,0,0,0,50,0,0,0,6,0,0,0,0,0,1
13,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
14,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,4,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,4,0,0,0,72,0,0,0,0,1,0,0,0,0,1
15,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,5,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,40,0,0,0,1,0,0,0,0,0,27,0,0,0,19,0,0,0,4,0,0,0,2,0,0
16,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,6,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,1,0,0,0,0,0,22,1,0,1,71,0,0,0,0,0,0,0,0,0,0
17,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
18,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,8,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,27,0,0,0,26,0,0,0,0,1,0,0,0,0,0
19,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,31,0,0,0,26,0,0,0,0,0,0,0,1,0,2
20,Browns Bay H,Mobjack Bay,9/27/76,Hist,1976,September,Fall,10,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,45,0,0,0,2,0,0,0,0,0,0
31,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,2,0,0,0,16,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,3,0,0,0,87,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,70,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,4,0,0,0,0,0,15,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
35,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,5,0,0,0,2,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,52,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,0,0,0,0,0,2
36,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,6,0,0,0,5,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,7,0,0,0,0,0,22,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,8,0,0,0,1,0,1,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,2,0,0,0,0,0,16,0,0,0,2,0,0,0,2,0,0,0,2,0,0
39,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,9,0,0,0,1,0,53,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Browns Bay H,Mobjack Bay,10/27/76,Hist,1976,October,Fall,10,0,0,0,2,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Browns Bay H,Mobjack Bay,12/6/76,Hist,1976,December,Winter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Browns Bay H,Mobjack Bay,2/17/77,Hist,1977,February,Winter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
72,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,5,0,0,0,0,0,0,0,0
73,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,2,0,0,0,0,0,0,0,0
74,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
75,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
76,Browns Bay H,Mobjack Bay,4/22/77,Hist,1977,April,Spring,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,1,0,0,0
82,Browns Bay H,Mobjack Bay,6/1/77,Hist,1977,June,Summer,1,0,3,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,187,0,0,0,0,0,0,4,1,0,2
83,Browns Bay H,Mobjack Bay,6/1/77,Hist,1977,June,Summer,2,0,1,0,15,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,0,0,0,110,0,0,0,0,0,0,4,0,0,0
84,Browns Bay H,Mobjack Bay,6/1/77,Hist,1977,June,Summer,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,1,0,0,6
85,Browns Bay H,Mobjack Bay,6/1/77,Hist,1977,June,Summer,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
86,Browns Bay H,Mobjack Bay,6/1/77,Hist,1977,June,Summer,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,2,0,0,0
90,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,1,0,2,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,45,0,0,0,1,0,4,0,0,0,1,0,0,1,96,0,0,0,0,0,0,1,0,0,0
91,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,2,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
92,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,3,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,1,3,0,0,0,2,1,0,2,27,0,0,0,0,0,0,0,0,0,0
93,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,4,0,2,0,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,118,0,0,0,0,3,2,0,0,0,1,0,0,0,194,0,0,0,0,0,0,2,0,0,0
94,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,26,0,0,0,0,2,3,0,0,0,0,0,0,0,106,0,0,0,2,0,0,0,1,0,0
95,Browns Bay H,Mobjack Bay,7/21/77,Hist,1977,July,Summer,6,0,2,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,39,0,0,0,0,0,0,3,0,0,1,0,0,0,79,0,0,0,0,0,0,1,1,0,0
102,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0
103,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,2,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,1,0,0,0
104,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,3,0,2,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0
105,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,23,0,0,1,60,0,0,0,0,0,0,0,2,0,0
106,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,4,0,0,0,25,0,0,2,30,0,0,0,2,0,0,1,3,0,0
107,Browns Bay H,Mobjack Bay,9/1/77,Hist,1977,August,Summer,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,0,0,0,27,0,0,0,63,0,0,0,1,0,0,0,1,0,0
114,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,1,0,0
115,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,6,0,0,0,1,0,0,1,0,0,0
116,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
117,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
118,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,23,0,0,0,1,0,0,0,0,0,0
119,Browns Bay H,Mobjack Bay,9/27/77,Hist,1977,September,Fall,6,0,0,0,0,0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,94,0,0,1,87,0,0,0,0,0,0,0,3,0,0
126,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,2,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,4,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Browns Bay H,Mobjack Bay,10/27/77,Hist,1977,October,Fall,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Browns Bay H,Mobjack Bay,11/28/77,Hist,1977,November,Fall,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Goodwin Island,York River,7/8/09,Pres,2009,July,Summer,1,0,0,0,2,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,1,25,0,0,0,0,0,0,0,0,0,0
